clientid,clientname,productgroup,planname,planid,groupid,benefitid,volume
1148,Durgan and Sons,DENT,DPPO ,DDP00816  ,DDG00816  ,DDB00816  ,49
1148,Durgan and Sons,DENT,DEPO ,DDP00814  ,DDG00814  ,DDB00814  ,41
1148,Durgan and Sons,"MED,DENT",GHMO ,DGP00820  ,DGG00820  ,DGB00820  ,217
1148,Durgan and Sons,"MED,DENT",GPPO ,DGP00821  ,DGG00821  ,DGB00821  ,22
1149,Ritchie-Littel,MED,HMO  ,RHP00822  ,RHG00822  ,RHB00822  ,22156
1149,Ritchie-Littel,MED,PPO  ,RPP00824  ,RPG00824  ,RPB00824  ,6192
1149,Ritchie-Littel,MED,POS  ,RPP00823  ,RPG00823  ,RPB00823  ,3070
1150,"Wisoky, Metz and Kozey",MED,HMO  ,WHP00830  ,WHG00830  ,WHB00830  ,1352
1150,"Wisoky, Metz and Kozey",MED,PPO  ,WPP00832  ,WPG00832  ,WPB00832  ,397
1150,"Wisoky, Metz and Kozey",MED,POS  ,WPP00831  ,WPG00831  ,WPB00831  ,195
1150,"Wisoky, Metz and Kozey",DENT,DHMO ,WDP00826  ,WDG00826  ,WDB00826  ,298
1150,"Wisoky, Metz and Kozey",DENT,DPPO ,WDP00827  ,WDG00827  ,WDB00827  ,99
1150,"Wisoky, Metz and Kozey",DENT,DEPO ,WDP00825  ,WDG00825  ,WDB00825  ,103
1150,"Wisoky, Metz and Kozey",PDP,PDP  ,WPP00839  ,WPG00839  ,WPB00839  ,523
1150,"Wisoky, Metz and Kozey","MED,DENT",GHMO ,WGP00833  ,WGG00833  ,WGB00833  ,1829
1150,"Wisoky, Metz and Kozey","MED,DENT",GPPO ,WGP00834  ,WGG00834  ,WGB00834  ,201
1150,"Wisoky, Metz and Kozey","MED,PDP",GHMO ,WGP00837  ,WGG00837  ,WGB00837  ,767
1150,"Wisoky, Metz and Kozey","MED,PDP",GPPO ,WGP00838  ,WGG00838  ,WGB00838  ,204
1150,"Wisoky, Metz and Kozey","DENT,PDP",GHMO ,WGP00828  ,WGG00828  ,WGB00828  ,378
1150,"Wisoky, Metz and Kozey","DENT,PDP",GPPO ,WGP00829  ,WGG00829  ,WGB00829  ,160
1150,"Wisoky, Metz and Kozey","MED,DENT,PDP",GHMO ,WGP00836  ,WGG00836  ,WGB00836  ,1028
1150,"Wisoky, Metz and Kozey","MED,DENT,PDP",GEPO ,WGP00835  ,WGG00835  ,WGB00835  ,2413
1151,Sporer-Davis,PDP,PDP  ,SPP00840  ,SPG00840  ,SPB00840  ,4436
1152,"O'Connell, Graham and Botsford",MED,HMO  ,OHP00844  ,OHG00844  ,OHB00844  ,18163
1152,"O'Connell, Graham and Botsford",MED,PPO  ,OPP00846  ,OPG00846  ,OPB00846  ,5156
1152,"O'Connell, Graham and Botsford",MED,POS  ,OPP00845  ,OPG00845  ,OPB00845  ,2654
1152,"O'Connell, Graham and Botsford",DENT,DHMO ,ODP00842  ,ODG00842  ,ODB00842  ,1908
1152,"O'Connell, Graham and Botsford",DENT,DPPO ,ODP00843  ,ODG00843  ,ODB00843  ,641
1152,"O'Connell, Graham and Botsford",DENT,DEPO ,ODP00841  ,ODG00841  ,ODB00841  ,634
1152,"O'Connell, Graham and Botsford","MED,DENT",GHMO ,OGP00847  ,OGG00847  ,OGB00847  ,2939
1152,"O'Connell, Graham and Botsford","MED,DENT",GPPO ,OGP00848  ,OGG00848  ,OGB00848  ,317
1153,Thiel Inc,MED,HMO  ,THP00852  ,THG00852  ,THB00852  ,5464
1153,Thiel Inc,MED,PPO  ,TPP00854  ,TPG00854  ,TPB00854  ,1489
1153,Thiel Inc,MED,POS  ,TPP00853  ,TPG00853  ,TPB00853  ,795
1153,Thiel Inc,DENT,DHMO ,TDP00850  ,TDG00850  ,TDB00850  ,609
1153,Thiel Inc,DENT,DPPO ,TDP00851  ,TDG00851  ,TDB00851  ,214
1153,Thiel Inc,DENT,DEPO ,TDP00849  ,TDG00849  ,TDB00849  ,193
1153,Thiel Inc,"MED,DENT",GHMO ,TGP00855  ,TGG00855  ,TGB00855  ,880
1153,Thiel Inc,"MED,DENT",GPPO ,TGP00856  ,TGG00856  ,TGB00856  ,108
1154,"Kohler, Rowe and Beer",MED,HMO  ,KHP00860  ,KHG00860  ,KHB00860  ,8303
1154,"Kohler, Rowe and Beer",MED,PPO  ,KPP00862  ,KPG00862  ,KPB00862  ,2459
1154,"Kohler, Rowe and Beer",MED,POS  ,KPP00861  ,KPG00861  ,KPB00861  ,1223
1154,"Kohler, Rowe and Beer",DENT,DHMO ,KDP00858  ,KDG00858  ,KDB00858  ,830
1154,"Kohler, Rowe and Beer",DENT,DPPO ,KDP00859  ,KDG00859  ,KDB00859  ,323
1154,"Kohler, Rowe and Beer",DENT,DEPO ,KDP00857  ,KDG00857  ,KDB00857  ,288
1154,"Kohler, Rowe and Beer","MED,DENT",GHMO ,KGP00863  ,KGG00863  ,KGB00863  ,1299
1154,"Kohler, Rowe and Beer","MED,DENT",GPPO ,KGP00864  ,KGG00864  ,KGB00864  ,151
1155,Boehm-Jacobs,MED,HMO  ,BHP00870  ,BHG00870  ,BHB00870  ,259
1155,Boehm-Jacobs,MED,PPO  ,BPP00872  ,BPG00872  ,BPB00872  ,67
1155,Boehm-Jacobs,MED,POS  ,BPP00871  ,BPG00871  ,BPB00871  ,28
1155,Boehm-Jacobs,DENT,DHMO ,BDP00866  ,BDG00866  ,BDB00866  ,56
1155,Boehm-Jacobs,DENT,DPPO ,BDP00867  ,BDG00867  ,BDB00867  ,12
1155,Boehm-Jacobs,DENT,DEPO ,BDP00865  ,BDG00865  ,BDB00865  ,16
1155,Boehm-Jacobs,PDP,PDP  ,BPP00879  ,BPG00879  ,BPB00879  ,87
1155,Boehm-Jacobs,"MED,DENT",GHMO ,BGP00873  ,BGG00873  ,BGB00873  ,347
1155,Boehm-Jacobs,"MED,DENT",GPPO ,BGP00874  ,BGG00874  ,BGB00874  ,40
1155,Boehm-Jacobs,"MED,PDP",GHMO ,BGP00877  ,BGG00877  ,BGB00877  ,134
1155,Boehm-Jacobs,"MED,PDP",GPPO ,BGP00878  ,BGG00878  ,BGB00878  ,46
1155,Boehm-Jacobs,"DENT,PDP",GHMO ,BGP00868  ,BGG00868  ,BGB00868  ,64
1155,Boehm-Jacobs,"DENT,PDP",GPPO ,BGP00869  ,BGG00869  ,BGB00869  ,23
1155,Boehm-Jacobs,"MED,DENT,PDP",GHMO ,BGP00876  ,BGG00876  ,BGB00876  ,191
1155,Boehm-Jacobs,"MED,DENT,PDP",GEPO ,BGP00875  ,BGG00875  ,BGB00875  ,439
1156,Prosacco-Kiehn,MED,HMO  ,PHP00883  ,PHG00883  ,PHB00883  ,5338
1156,Prosacco-Kiehn,MED,PPO  ,PPP00885  ,PPG00885  ,PPB00885  ,1449
1156,Prosacco-Kiehn,MED,POS  ,PPP00884  ,PPG00884  ,PPB00884  ,722
1156,Prosacco-Kiehn,DENT,DHMO ,PDP00881  ,PDG00881  ,PDB00881  ,590
1156,Prosacco-Kiehn,DENT,DPPO ,PDP00882  ,PDG00882  ,PDB00882  ,182
1156,Prosacco-Kiehn,DENT,DEPO ,PDP00880  ,PDG00880  ,PDB00880  ,191
1156,Prosacco-Kiehn,"MED,DENT",GHMO ,PGP00886  ,PGG00886  ,PGB00886  ,842
1156,Prosacco-Kiehn,"MED,DENT",GPPO ,PGP00887  ,PGG00887  ,PGB00887  ,94
1157,"Beier, Abernathy and Gaylord",MED,HMO  ,BHP00888  ,BHG00888  ,BHB00888  ,5516
1157,"Beier, Abernathy and Gaylord",MED,PPO  ,BPP00890  ,BPG00890  ,BPB00890  ,1541
1157,"Beier, Abernathy and Gaylord",MED,POS  ,BPP00889  ,BPG00889  ,BPB00889  ,761
1158,Conroy-Ernser,MED,HMO  ,CHP00891  ,CHG00891  ,CHB00891  ,918
1158,Conroy-Ernser,MED,PPO  ,CPP00893  ,CPG00893  ,CPB00893  ,271
1158,Conroy-Ernser,MED,POS  ,CPP00892  ,CPG00892  ,CPB00892  ,122
1158,Conroy-Ernser,PDP,PDP  ,CPP00896  ,CPG00896  ,CPB00896  ,789
1158,Conroy-Ernser,"MED,PDP",GHMO ,CGP00894  ,CGG00894  ,CGB00894  ,441
1158,Conroy-Ernser,"MED,PDP",GPPO ,CGP00895  ,CGG00895  ,CGB00895  ,99
1159,Crist Group,MED,HMO  ,CHP00897  ,CHG00897  ,CHB00897  ,17288
1159,Crist Group,MED,PPO  ,CPP00899  ,CPG00899  ,CPB00899  ,4753
1159,Crist Group,MED,POS  ,CPP00898  ,CPG00898  ,CPB00898  ,2438
1160,"Mraz, Schinner and Hill",MED,HMO  ,MHP00900  ,MHG00900  ,MHB00900  ,9194
1160,"Mraz, Schinner and Hill",MED,PPO  ,MPP00902  ,MPG00902  ,MPB00902  ,2636
1160,"Mraz, Schinner and Hill",MED,POS  ,MPP00901  ,MPG00901  ,MPB00901  ,1356
1161,"Flatley, Gibson and Sporer",DENT,DHMO ,FDP00904  ,FDG00904  ,FDB00904  ,13275
1161,"Flatley, Gibson and Sporer",DENT,DPPO ,FDP00905  ,FDG00905  ,FDB00905  ,4396
1161,"Flatley, Gibson and Sporer",DENT,DEPO ,FDP00903  ,FDG00903  ,FDB00903  ,4519
1162,"Franecki, Quigley and Kautzer",MED,HMO  ,FHP00909  ,FHG00909  ,FHB00909  ,9812
1162,"Franecki, Quigley and Kautzer",MED,PPO  ,FPP00911  ,FPG00911  ,FPB00911  ,2824
1162,"Franecki, Quigley and Kautzer",MED,POS  ,FPP00910  ,FPG00910  ,FPB00910  ,1435
1162,"Franecki, Quigley and Kautzer",DENT,DHMO ,FDP00907  ,FDG00907  ,FDB00907  ,1030
1162,"Franecki, Quigley and Kautzer",DENT,DPPO ,FDP00908  ,FDG00908  ,FDB00908  ,368
1162,"Franecki, Quigley and Kautzer",DENT,DEPO ,FDP00906  ,FDG00906  ,FDB00906  ,343
1162,"Franecki, Quigley and Kautzer","MED,DENT",GHMO ,FGP00912  ,FGG00912  ,FGB00912  ,1587
1162,"Franecki, Quigley and Kautzer","MED,DENT",GPPO ,FGP00913  ,FGG00913  ,FGB00913  ,174
1163,"Lind, Borer and Waters",MED,HMO  ,LHP00917  ,LHG00917  ,LHB00917  ,7237
1163,"Lind, Borer and Waters",MED,PPO  ,LPP00919  ,LPG00919  ,LPB00919  ,2065
1163,"Lind, Borer and Waters",MED,POS  ,LPP00918  ,LPG00918  ,LPB00918  ,1063
1163,"Lind, Borer and Waters",DENT,DHMO ,LDP00915  ,LDG00915  ,LDB00915  ,770
1163,"Lind, Borer and Waters",DENT,DPPO ,LDP00916  ,LDG00916  ,LDB00916  ,256
1163,"Lind, Borer and Waters",DENT,DEPO ,LDP00914  ,LDG00914  ,LDB00914  ,237
1163,"Lind, Borer and Waters","MED,DENT",GHMO ,LGP00920  ,LGG00920  ,LGB00920  ,1165
1163,"Lind, Borer and Waters","MED,DENT",GPPO ,LGP00921  ,LGG00921  ,LGB00921  ,142
1164,Simonis-O'Hara,MED,HMO  ,SHP00925  ,SHG00925  ,SHB00925  ,6445
1164,Simonis-O'Hara,MED,PPO  ,SPP00927  ,SPG00927  ,SPB00927  ,1845
1164,Simonis-O'Hara,MED,POS  ,SPP00926  ,SPG00926  ,SPB00926  ,962
1164,Simonis-O'Hara,DENT,DHMO ,SDP00923  ,SDG00923  ,SDB00923  ,691
1164,Simonis-O'Hara,DENT,DPPO ,SDP00924  ,SDG00924  ,SDB00924  ,233
1164,Simonis-O'Hara,DENT,DEPO ,SDP00922  ,SDG00922  ,SDB00922  ,238
1164,Simonis-O'Hara,"MED,DENT",GHMO ,SGP00928  ,SGG00928  ,SGB00928  ,1053
1164,Simonis-O'Hara,"MED,DENT",GPPO ,SGP00929  ,SGG00929  ,SGB00929  ,113
1165,Runte Inc,MED,HMO  ,RHP00933  ,RHG00933  ,RHB00933  ,21081
1165,Runte Inc,MED,PPO  ,RPP00935  ,RPG00935  ,RPB00935  ,5942
1165,Runte Inc,MED,POS  ,RPP00934  ,RPG00934  ,RPB00934  ,2958
1165,Runte Inc,DENT,DHMO ,RDP00931  ,RDG00931  ,RDB00931  ,2249
1165,Runte Inc,DENT,DPPO ,RDP00932  ,RDG00932  ,RDB00932  ,720
1165,Runte Inc,DENT,DEPO ,RDP00930  ,RDG00930  ,RDB00930  ,689
1165,Runte Inc,"MED,DENT",GHMO ,RGP00936  ,RGG00936  ,RGB00936  ,3267
1165,Runte Inc,"MED,DENT",GPPO ,RGP00937  ,RGG00937  ,RGB00937  ,358
1166,"Thompson, Hayes and Hane",MED,HMO  ,THP00938  ,THG00938  ,THB00938  ,10815
1166,"Thompson, Hayes and Hane",MED,PPO  ,TPP00940  ,TPG00940  ,TPB00940  ,3074
1166,"Thompson, Hayes and Hane",MED,POS  ,TPP00939  ,TPG00939  ,TPB00939  ,1545
1167,"Abshire, Littel and Kovacek",MED,HMO  ,AHP00941  ,AHG00941  ,AHB00941  ,13667
1167,"Abshire, Littel and Kovacek",MED,PPO  ,APP00943  ,APG00943  ,APB00943  ,3955
1167,"Abshire, Littel and Kovacek",MED,POS  ,APP00942  ,APG00942  ,APB00942  ,1914
1167,"Abshire, Littel and Kovacek",PDP,PDP  ,APP00946  ,APG00946  ,APB00946  ,11752
1167,"Abshire, Littel and Kovacek","MED,PDP",GHMO ,AGP00944  ,AGG00944  ,AGB00944  ,6232
1167,"Abshire, Littel and Kovacek","MED,PDP",GPPO ,AGP00945  ,AGG00945  ,AGB00945  ,1545
1168,Haag-Connelly,MED,HMO  ,HHP00947  ,HHG00947  ,HHB00947  ,13141
1168,Haag-Connelly,MED,PPO  ,HPP00949  ,HPG00949  ,HPB00949  ,3722
1168,Haag-Connelly,MED,POS  ,HPP00948  ,HPG00948  ,HPB00948  ,1826
1169,Breitenberg-Donnelly,DENT,DHMO ,BDP00951  ,BDG00951  ,BDB00951  ,22347
1169,Breitenberg-Donnelly,DENT,DPPO ,BDP00952  ,BDG00952  ,BDB00952  ,7504
1169,Breitenberg-Donnelly,DENT,DEPO ,BDP00950  ,BDG00950  ,BDB00950  ,7399
1170,Boehm-Windler,MED,HMO  ,BHP00953  ,BHG00953  ,BHB00953  ,13069
1170,Boehm-Windler,MED,PPO  ,BPP00955  ,BPG00955  ,BPB00955  ,3753
1170,Boehm-Windler,MED,POS  ,BPP00954  ,BPG00954  ,BPB00954  ,1902
1171,"Carter, Anderson and Rice",MED,HMO  ,CHP00956  ,CHG00956  ,CHB00956  ,3481
1171,"Carter, Anderson and Rice",MED,PPO  ,CPP00958  ,CPG00958  ,CPB00958  ,961
1171,"Carter, Anderson and Rice",MED,POS  ,CPP00957  ,CPG00957  ,CPB00957  ,517
1171,"Carter, Anderson and Rice",PDP,PDP  ,CPP00961  ,CPG00961  ,CPB00961  ,2937
1171,"Carter, Anderson and Rice","MED,PDP",GHMO ,CGP00959  ,CGG00959  ,CGB00959  ,1607
1171,"Carter, Anderson and Rice","MED,PDP",GPPO ,CGP00960  ,CGG00960  ,CGB00960  ,401
1172,Morar Group,MED,HMO  ,MHP00962  ,MHG00962  ,MHB00962  ,1078
1172,Morar Group,MED,PPO  ,MPP00964  ,MPG00964  ,MPB00964  ,304
1172,Morar Group,MED,POS  ,MPP00963  ,MPG00963  ,MPB00963  ,139
1172,Morar Group,PDP,PDP  ,MPP00967  ,MPG00967  ,MPB00967  ,914
1172,Morar Group,"MED,PDP",GHMO ,MGP00965  ,MGG00965  ,MGB00965  ,499
1172,Morar Group,"MED,PDP",GPPO ,MGP00966  ,MGG00966  ,MGB00966  ,111
1173,"Durgan, Fahey and Gutmann",MED,HMO  ,DHP00968  ,DHG00968  ,DHB00968  ,12382
1173,"Durgan, Fahey and Gutmann",MED,PPO  ,DPP00970  ,DPG00970  ,DPB00970  ,3596
1173,"Durgan, Fahey and Gutmann",MED,POS  ,DPP00969  ,DPG00969  ,DPB00969  ,1760
1174,Gottlieb-Schinner,MED,HMO  ,GHP00974  ,GHG00974  ,GHB00974  ,6216
1174,Gottlieb-Schinner,MED,PPO  ,GPP00976  ,GPG00976  ,GPB00976  ,1844
1174,Gottlieb-Schinner,MED,POS  ,GPP00975  ,GPG00975  ,GPB00975  ,869
1174,Gottlieb-Schinner,DENT,DHMO ,GDP00972  ,GDG00972  ,GDB00972  ,664
1174,Gottlieb-Schinner,DENT,DPPO ,GDP00973  ,GDG00973  ,GDB00973  ,222
1174,Gottlieb-Schinner,DENT,DEPO ,GDP00971  ,GDG00971  ,GDB00971  ,218
1174,Gottlieb-Schinner,"MED,DENT",GHMO ,GGP00977  ,GGG00977  ,GGB00977  ,1026
1174,Gottlieb-Schinner,"MED,DENT",GPPO ,GGP00978  ,GGG00978  ,GGB00978  ,114
1175,Lowe Group,MED,HMO  ,LHP00979  ,LHG00979  ,LHB00979  ,23707
1175,Lowe Group,MED,PPO  ,LPP00981  ,LPG00981  ,LPB00981  ,6685
1175,Lowe Group,MED,POS  ,LPP00980  ,LPG00980  ,LPB00980  ,3388
1176,Ankunding and Sons,MED,HMO  ,AHP00985  ,AHG00985  ,AHB00985  ,8738
1176,Ankunding and Sons,MED,PPO  ,APP00987  ,APG00987  ,APB00987  ,2549
1176,Ankunding and Sons,MED,POS  ,APP00986  ,APG00986  ,APB00986  ,1233
1176,Ankunding and Sons,DENT,DHMO ,ADP00983  ,ADG00983  ,ADB00983  ,954
1176,Ankunding and Sons,DENT,DPPO ,ADP00984  ,ADG00984  ,ADB00984  ,309
1176,Ankunding and Sons,DENT,DEPO ,ADP00982  ,ADG00982  ,ADB00982  ,305
1176,Ankunding and Sons,"MED,DENT",GHMO ,AGP00988  ,AGG00988  ,AGB00988  ,1408
1176,Ankunding and Sons,"MED,DENT",GPPO ,AGP00989  ,AGG00989  ,AGB00989  ,147
1177,Lockman-Conn,MED,HMO  ,LHP00995  ,LHG00995  ,LHB00995  ,4414
1177,Lockman-Conn,MED,PPO  ,LPP00997  ,LPG00997  ,LPB00997  ,1236
1177,Lockman-Conn,MED,POS  ,LPP00996  ,LPG00996  ,LPB00996  ,617
1177,Lockman-Conn,DENT,DHMO ,LDP00991  ,LDG00991  ,LDB00991  ,957
1177,Lockman-Conn,DENT,DPPO ,LDP00992  ,LDG00992  ,LDB00992  ,321
1177,Lockman-Conn,DENT,DEPO ,LDP00990  ,LDG00990  ,LDB00990  ,290
1177,Lockman-Conn,PDP,PDP  ,LPP001004 ,LPG001004 ,LPB001004 ,1566
1177,Lockman-Conn,"MED,DENT",GHMO ,LGP00998  ,LGG00998  ,LGB00998  ,5621
1177,Lockman-Conn,"MED,DENT",GPPO ,LGP00999  ,LGG00999  ,LGB00999  ,626
1177,Lockman-Conn,"MED,PDP",GHMO ,LGP001002 ,LGG001002 ,LGB001002 ,2483
1177,Lockman-Conn,"MED,PDP",GPPO ,LGP001003 ,LGG001003 ,LGB001003 ,610
1177,Lockman-Conn,"DENT,PDP",GHMO ,LGP00993  ,LGG00993  ,LGB00993  ,1071
1177,Lockman-Conn,"DENT,PDP",GPPO ,LGP00994  ,LGG00994  ,LGB00994  ,500
1177,Lockman-Conn,"MED,DENT,PDP",GHMO ,LGP001001 ,LGG001001 ,LGB001001 ,3269
1177,Lockman-Conn,"MED,DENT,PDP",GEPO ,LGP001000 ,LGG001000 ,LGB001000 ,7670
1178,Herman-Schinner,MED,HMO  ,HHP001008 ,HHG001008 ,HHB001008 ,2121
1178,Herman-Schinner,MED,PPO  ,HPP001010 ,HPG001010 ,HPB001010 ,659
1178,Herman-Schinner,MED,POS  ,HPP001009 ,HPG001009 ,HPB001009 ,295
1178,Herman-Schinner,DENT,DHMO ,HDP001006 ,HDG001006 ,HDB001006 ,232
1178,Herman-Schinner,DENT,DPPO ,HDP001007 ,HDG001007 ,HDB001007 ,69
1178,Herman-Schinner,DENT,DEPO ,HDP001005 ,HDG001005 ,HDB001005 ,82
1178,Herman-Schinner,"MED,DENT",GHMO ,HGP001011 ,HGG001011 ,HGB001011 ,344
1178,Herman-Schinner,"MED,DENT",GPPO ,HGP001012 ,HGG001012 ,HGB001012 ,49
1179,"Farrell, Lebsack and Stroman",MED,HMO  ,FHP001016 ,FHG001016 ,FHB001016 ,8659
1179,"Farrell, Lebsack and Stroman",MED,PPO  ,FPP001018 ,FPG001018 ,FPB001018 ,2473
1179,"Farrell, Lebsack and Stroman",MED,POS  ,FPP001017 ,FPG001017 ,FPB001017 ,1207
1179,"Farrell, Lebsack and Stroman",DENT,DHMO ,FDP001014 ,FDG001014 ,FDB001014 ,881
1179,"Farrell, Lebsack and Stroman",DENT,DPPO ,FDP001015 ,FDG001015 ,FDB001015 ,293
1179,"Farrell, Lebsack and Stroman",DENT,DEPO ,FDP001013 ,FDG001013 ,FDB001013 ,318
1179,"Farrell, Lebsack and Stroman","MED,DENT",GHMO ,FGP001019 ,FGG001019 ,FGB001019 ,1471
1179,"Farrell, Lebsack and Stroman","MED,DENT",GPPO ,FGP001020 ,FGG001020 ,FGB001020 ,173
1180,Johnson-Koepp,DENT,DHMO ,JDP001022 ,JDG001022 ,JDB001022 ,5717
1180,Johnson-Koepp,DENT,DPPO ,JDP001023 ,JDG001023 ,JDB001023 ,1919
1180,Johnson-Koepp,DENT,DEPO ,JDP001021 ,JDG001021 ,JDB001021 ,1979
1180,Johnson-Koepp,PDP,PDP  ,JPP001026 ,JPG001026 ,JPB001026 ,3276
1180,Johnson-Koepp,"DENT,PDP",GHMO ,JGP001024 ,JGG001024 ,JGB001024 ,2258
1180,Johnson-Koepp,"DENT,PDP",GPPO ,JGP001025 ,JGG001025 ,JGB001025 ,899
1181,Kuvalis PLC,MED,HMO  ,KHP001027 ,KHG001027 ,KHB001027 ,17358
1181,Kuvalis PLC,MED,PPO  ,KPP001029 ,KPG001029 ,KPB001029 ,4967
1181,Kuvalis PLC,MED,POS  ,KPP001028 ,KPG001028 ,KPB001028 ,2480
1182,Dach-Dickens,MED,HMO  ,DHP001030 ,DHG001030 ,DHB001030 ,5354
1182,Dach-Dickens,MED,PPO  ,DPP001032 ,DPG001032 ,DPB001032 ,1555
1182,Dach-Dickens,MED,POS  ,DPP001031 ,DPG001031 ,DPB001031 ,774
1183,"Cremin, Rowe and Veum",PDP,PDP  ,CPP001033 ,CPG001033 ,CPB001033 ,38721
1184,"Schiller, Leffler and Runte",MED,HMO  ,SHP001034 ,SHG001034 ,SHB001034 ,15513
1184,"Schiller, Leffler and Runte",MED,PPO  ,SPP001036 ,SPG001036 ,SPB001036 ,4328
1184,"Schiller, Leffler and Runte",MED,POS  ,SPP001035 ,SPG001035 ,SPB001035 ,2239
1185,Dach Group,MED,HMO  ,DHP001037 ,DHG001037 ,DHB001037 ,19634
1185,Dach Group,MED,PPO  ,DPP001039 ,DPG001039 ,DPB001039 ,5674
1185,Dach Group,MED,POS  ,DPP001038 ,DPG001038 ,DPB001038 ,2824
1186,Konopelski-Maggio,MED,HMO  ,KHP001043 ,KHG001043 ,KHB001043 ,14773
1186,Konopelski-Maggio,MED,PPO  ,KPP001045 ,KPG001045 ,KPB001045 ,4136
1186,Konopelski-Maggio,MED,POS  ,KPP001044 ,KPG001044 ,KPB001044 ,2221
1186,Konopelski-Maggio,DENT,DHMO ,KDP001041 ,KDG001041 ,KDB001041 ,1611
1186,Konopelski-Maggio,DENT,DPPO ,KDP001042 ,KDG001042 ,KDB001042 ,545
1186,Konopelski-Maggio,DENT,DEPO ,KDP001040 ,KDG001040 ,KDB001040 ,529
1186,Konopelski-Maggio,"MED,DENT",GHMO ,KGP001046 ,KGG001046 ,KGB001046 ,2389
1186,Konopelski-Maggio,"MED,DENT",GPPO ,KGP001047 ,KGG001047 ,KGB001047 ,278
1187,"Gulgowski, Halvorson and Johnston",MED,HMO  ,GHP001053 ,GHG001053 ,GHB001053 ,2917
1187,"Gulgowski, Halvorson and Johnston",MED,PPO  ,GPP001055 ,GPG001055 ,GPB001055 ,858
1187,"Gulgowski, Halvorson and Johnston",MED,POS  ,GPP001054 ,GPG001054 ,GPB001054 ,399
1187,"Gulgowski, Halvorson and Johnston",DENT,DHMO ,GDP001049 ,GDG001049 ,GDB001049 ,645
1187,"Gulgowski, Halvorson and Johnston",DENT,DPPO ,GDP001050 ,GDG001050 ,GDB001050 ,202
1187,"Gulgowski, Halvorson and Johnston",DENT,DEPO ,GDP001048 ,GDG001048 ,GDB001048 ,222
1187,"Gulgowski, Halvorson and Johnston",PDP,PDP  ,GPP001062 ,GPG001062 ,GPB001062 ,988
1187,"Gulgowski, Halvorson and Johnston","MED,DENT",GHMO ,GGP001056 ,GGG001056 ,GGB001056 ,3686
1187,"Gulgowski, Halvorson and Johnston","MED,DENT",GPPO ,GGP001057 ,GGG001057 ,GGB001057 ,405
1187,"Gulgowski, Halvorson and Johnston","MED,PDP",GHMO ,GGP001060 ,GGG001060 ,GGB001060 ,1715
1187,"Gulgowski, Halvorson and Johnston","MED,PDP",GPPO ,GGP001061 ,GGG001061 ,GGB001061 ,419
1187,"Gulgowski, Halvorson and Johnston","DENT,PDP",GHMO ,GGP001051 ,GGG001051 ,GGB001051 ,721
1187,"Gulgowski, Halvorson and Johnston","DENT,PDP",GPPO ,GGP001052 ,GGG001052 ,GGB001052 ,344
1187,"Gulgowski, Halvorson and Johnston","MED,DENT,PDP",GHMO ,GGP001059 ,GGG001059 ,GGB001059 ,2187
1187,"Gulgowski, Halvorson and Johnston","MED,DENT,PDP",GEPO ,GGP001058 ,GGG001058 ,GGB001058 ,5061
1188,Kris-Hessel,MED,HMO  ,KHP001066 ,KHG001066 ,KHB001066 ,1976
1188,Kris-Hessel,MED,PPO  ,KPP001068 ,KPG001068 ,KPB001068 ,593
1188,Kris-Hessel,MED,POS  ,KPP001067 ,KPG001067 ,KPB001067 ,279
1188,Kris-Hessel,DENT,DHMO ,KDP001064 ,KDG001064 ,KDB001064 ,224
1188,Kris-Hessel,DENT,DPPO ,KDP001065 ,KDG001065 ,KDB001065 ,80
1188,Kris-Hessel,DENT,DEPO ,KDP001063 ,KDG001063 ,KDB001063 ,68
1188,Kris-Hessel,"MED,DENT",GHMO ,KGP001069 ,KGG001069 ,KGB001069 ,319
1188,Kris-Hessel,"MED,DENT",GPPO ,KGP001070 ,KGG001070 ,KGB001070 ,41
1189,Bruen LLC,PDP,PDP  ,BPP001071 ,BPG001071 ,BPB001071 ,17533
1190,"Mertz, Christiansen and Donnelly",MED,HMO  ,MHP001072 ,MHG001072 ,MHB001072 ,14544
1190,"Mertz, Christiansen and Donnelly",MED,PPO  ,MPP001074 ,MPG001074 ,MPB001074 ,4198
1190,"Mertz, Christiansen and Donnelly",MED,POS  ,MPP001073 ,MPG001073 ,MPB001073 ,2113
1191,Mertz-Ondricka,MED,HMO  ,MHP001075 ,MHG001075 ,MHB001075 ,12803
1191,Mertz-Ondricka,MED,PPO  ,MPP001077 ,MPG001077 ,MPB001077 ,3596
1191,Mertz-Ondricka,MED,POS  ,MPP001076 ,MPG001076 ,MPB001076 ,1933
1192,West-Hahn,DENT,DHMO ,WDP001079 ,WDG001079 ,WDB001079 ,5968
1192,West-Hahn,DENT,DPPO ,WDP001080 ,WDG001080 ,WDB001080 ,1992
1192,West-Hahn,DENT,DEPO ,WDP001078 ,WDG001078 ,WDB001078 ,1975
1192,West-Hahn,PDP,PDP  ,WPP001083 ,WPG001083 ,WPB001083 ,3289
1192,West-Hahn,"DENT,PDP",GHMO ,WGP001081 ,WGG001081 ,WGB001081 ,2372
1192,West-Hahn,"DENT,PDP",GPPO ,WGP001082 ,WGG001082 ,WGB001082 ,993
1193,Wintheiser Group,MED,HMO  ,WHP001084 ,WHG001084 ,WHB001084 ,25043
1193,Wintheiser Group,MED,PPO  ,WPP001086 ,WPG001086 ,WPB001086 ,7096
